STANDARD_NAME,21A,22A,22B,23A,23B,RA,DEC
T202209142304295m004147,,,T202209142304295m004147,,,346.1230236240307,-0.6962801579215661
C202210022304497p001802,,,C202210022304497p001802,,,346.2072836098584,0.300445829371211
C202210022305466m001700,,,C202210022305466m001700,,,346.44399139934404,-0.283340875464167
T202308022306347p005904,,,,,T202308022306347p005904,346.64440245098336,0.9844576129395248
A202210022308148p001131,,,A202210022308148p001131,,,347.0616191149668,0.1919882570372616
A202210022308183m000742,,,A202210022308183m000742,,,347.0763176655473,-0.1283101256968103
C202210022308188m000210,,,C202210022308188m000210,,,347.0785410218029,-0.0362371983804622
A202210022308404p005849,,,A202210022308404p005849,,,347.1685374644889,0.9802591448959196
A202310092310383m003831,,,,,A202310092310383m003831,347.6597541105106,-0.6418238037851237
C202209122310418m011720,,,C202209122310418m011720,,,347.67408392331885,-1.2889137218249231
T202209142310475m001007,,,T202209142310475m001007,,,347.69810515913565,-0.168639641092394
C202307262310533m012830,,,C202307262310533m012830,,,347.72227686066213,-1.4750684296517496
T202209142310564p001556,,,T202209142310564p001556,,,347.73485638510454,0.2654608402273169
C202308132311141m005954,,,,,C202308132311141m005954,347.8088037820796,-0.9982945767549876
T202307262311398m012347,,,T202307262311398m012347,,,347.9159286755988,-1.3962929454348312
T202307262311399m001936,,,T202307262311399m001936,,,347.9163043712513,-0.3267607913202691
A202209122311502m001814,,,A202209122311502m001814,,,347.9591203285911,-0.3038166500660758
C202309152312561m013432,,,,,C202309152312561m013432,348.23390301773986,-1.5756037761561732
T202307112313054m013339,,,T202307112313054m013339,,T202308032313055m013339,348.2727096941604,-1.5607785038542552
T202307202313070m003920,,,T202307202313070m003920,,T202308132313070m003920,348.27933719685024,-0.6554750490407674
C202309092313285m000624,,,,,C202309092313285m000624,348.368739223568,-0.1066558153083329
C202308022314082m013215,,,,,C202308022314082m013215,348.534187009045,-1.5373836572079436
A202210022314097m005218,,,A202210022314097m005218,,,348.54022096779096,-0.8718022783708844
T202309152314158m001828,,,,,T202309152314158m001828,348.5656616042904,-0.3079101662476004
T202210142315002m011428,,,T202210142315002m011428,,,348.7507393721104,-1.2410882737575717
C202310212315186m030007,,,,,C202310212315186m030007,348.82761806553214,-3.0019863808013345
T202210112315202m025446,,,T202210112315202m025446,,,348.8340306020121,-2.912829003346773
T202310092315567m004814,,,,,T202310092315567m004814,348.98606318407866,-0.8037890432242237
T202210142315572m012046,,,T202210142315572m012046,,,348.988321184791,-1.345998255243234
T202307202315574m014446,,,T202307202315574m014446,,,348.9890744712173,-1.7459862765318923
C202209122316076m005721,,,C202209122316076m005721,,,349.03177337911865,-0.9559151197386128
C202210172316082m003111,,,C202210172316082m003111,,,349.03413732526985,-0.5196520437495631
T202210022316088m023340,,,T202210022316088m023340,,,349.0367390310777,-2.5610370527743296
A202308132316183m021329,,,,,A202308132316183m021329,349.0761337201866,-2.224661383678733
A202209122316328m005537,,,A202209122316328m005537,,,349.1365157074806,-0.9268905982489296
C202210022316351m021730,,,C202210022316351m021730,,,349.146146654058,-2.291748656725136
T202210022316366m010002,,,T202210022316366m010002,,,349.1525829139727,-1.000477102381342
C202210142316457m005925,,,C202210142316457m005925,,,349.19052842156515,-0.9902388946134468
T202210022316571m021536,,,T202210022316571m021536,,,349.2377380480474,-2.2598895720550503
T202210172316596p002634,,,T202210172316596p002634,,,349.24827043555814,0.4427158710501671
T202210142317166m011110,,,T202210142317166m011110,,,349.3192813708329,-1.186000834847801
C202307262317536m033320,,,C202307262317536m033320,,,349.4733539924667,-3.5556043281069463
A202209142318029p004507,,,A202209142318029p004507,,,349.51214135082824,0.7519186572081935
T202307112318101m032500,,,T202307112318101m032500,,,349.5420099053048,-3.416680887585283
C202308132318147p003640,,,,,C202308132318147p003640,349.56130768673586,0.6110990588795342
T202308132318488m000815,,,,,T202308132318488m000815,349.7035277307308,-0.1375874680017466
T202308222319011m032332,,,,,T202308222319011m032332,349.754490165744,-3.3921239263005827
C202309152319039m023131,,,,,C202309152319039m023131,349.76620117652976,-2.525189869524315
C202308032319081p005238,,,,,C202308032319081p005238,349.7836851744954,0.8772565874813881
T202308132319261m004653,,,,,T202308132319261m004653,349.8587781947152,-0.7813157129606604
C202307202319270p005034,,,C202307202319270p005034,,,349.8625416012153,0.8428442004829046
C202307262320104m025646,,,C202307262320104m025646,,,350.04322084609794,-2.9461685304765566
T202307202320164m023509,,,T202307202320164m023509,,,350.06835490159693,-2.585827341194044
C202209122320225p003809,,,C202209122320225p003809,,,350.09389357704583,0.6357792824659113
T202309212320237m021633,,,,,T202309212320237m021633,350.09879749565994,-2.2757610817966816
C202307202320352p001013,,,C202307202320352p001013,,,350.14656747679885,0.1702250077707096
A202308132320487m031533,,,,,A202308132320487m031533,350.2028086154399,-3.2591939060403914
A202308132320551p002140,,,,,A202308132320551p002140,350.22972534503646,0.3610659011255385
T202307112321007p000815,,,T202307112321007p000815,,T202308022321007p000815,350.2530941662234,0.1375253396332115
C202210142321019m000255,,,C202210142321019m000255,,,350.25778731017385,-0.0485443239795327
T202210232321043m003030,,,T202210232321043m003030,,,350.2681090422165,-0.5083129090942398
C202210112321127m020854,,,C202210112321127m020854,,,350.30304398541443,-2.1484529606421816
T202210142321161m030047,,,T202210142321161m030047,,,350.3168759678818,-3.0129322571103767
T202210112321177m002637,,,T202210112321177m002637,,,350.32390795655283,-0.4437456517474703
C202210142321404m004022,,,C202210142321404m004022,,,350.4181786753516,-0.6727974062459202
C202308222321432p000619,,,,,C202308222321432p000619,350.4300285112517,0.1054070956456464
C202309092321556m003135,,,,,C202309092321556m003135,350.481710959236,-0.5262896123294747
C202209052322021m023036,,,C202209052322021m023036,,,350.50880920636496,-2.5101065023006965
T202307202322325m031603,,,T202307202322325m031603,,,350.63533712543136,-3.2674769565589115
A202210022322493m005323,,,A202210022322493m005323,,,350.70561575635566,-0.8897551902999945
A202210172322561p003517,,,A202210172322561p003517,,,350.73390299634264,0.5879418845954687
T202210022323084m010144,,,T202210022323084m010144,,,350.78486993233184,-1.028842889310409
C202210112323218m003547,,,C202210112323218m003547,,,350.84093789261993,-0.5964386135886764
A202210112323306p003224,,,A202210112323306p003224,,,350.8775496876938,0.5399107698760917
T202309092323584m001620,,,,,T202309092323584m001620,350.9932944165838,-0.2721968956111269
A202210262324006m002509,,,A202210262324006m002509,,T202308032324006m002508,351.00258669670006,-0.4190088909684023
T202309212324149m003446,,,,,T202309212324149m003446,351.06198514227304,-0.5795077094195281
C202308132324149m013956,,,,,C202308132324149m013956,351.0620177621386,-1.6655688364884378
C202309212324567m003415,,,,,C202309212324567m003415,351.2364170994232,-0.5708829913349923
T202308222325045m014014,,,,,T202308222325045m014014,351.2686612757858,-1.6704673803498775
C202307202326364m002930,,,C202307202326364m002930,,,351.6515150434954,-0.491774846827381
C202307112327311m011241,,,C202307112327311m011241,,C202308032327311m011241,351.8797475104609,-1.211318391722933
A202210142327544m005002,,,A202210142327544m005002,,,351.97660787558465,-0.8337829077172538
T202210142328121m003238,,,T202210142328121m003238,,,352.05047510983724,-0.5439476273132288
T202309212328141m015104,,,,,T202309212328141m015104,352.0587742145482,-1.851050705270868
C202210112328148m014025,,,C202210112328148m014025,,,352.061846489787,-1.673687530470643
C202307202328170m010222,,,C202307202328170m010222,,,352.0709960037997,-1.0394183393306236
T202210262329422m002241,,,T202210262329422m002241,,,352.4257560478009,-0.3779181276925161
C202308132330067p000247,,,,,C202308132330067p000247,352.527767286662,0.0463316128297247
C202307202330072m010352,,,C202307202330072m010352,,,352.52983475617515,-1.0645120293246986
T202210142330123p003834,,,T202210142330123p003834,,,352.55138754627734,0.6426673591720744
C202210142330188p001834,,,C202210142330188p001834,,,352.578150969222,0.3093324118221277
A202308132330253p001659,,,,,A202308132330253p001659,352.6052416188129,0.2829790516193139
C202308132330436m002038,,,,,C202308132330436m002038,352.68156113156334,-0.3438577696684916
T202307202331231m002625,,,T202307202331231m002625,,,352.8464297460348,-0.4404074840529522
C202210112331241p001140,,,C202210112331241p001140,,,352.8503104053658,0.1945318248524125
T202308032331255m002803,,,,,T202308032331255m002803,352.8561316593082,-0.4673708570919398
T202309152331410p010121,,,,,T202309152331410p010121,352.92068308211566,1.0224518120709394
C202210022331524p005248,,,C202210022331524p005248,,,352.96845507955186,0.8798768098661492
A202310092332093p003605,,,,,A202310092332093p003605,353.0388258565149,0.6014998422867742
A202210022332157p003955,,,A202210022332157p003955,,,353.0654139282741,0.6653885041420551
C202308132332305p000138,,,,,C202308132332305p000138,353.1268817481072,0.0272272638070214
C202210292332518p002551,,,C202210292332518p002551,,,353.2159040679598,0.4307901260184362
A202310122333358p010136,,,,,A202310122333358p010136,353.39911280715296,1.0266011013908107
A202209142333585p005121,,,A202209142333585p005121,,,353.49359378177195,0.8559122118784641
T202308222334014m005060,,,,,T202308222334014m005060,353.50594336533044,-0.8499987053244116
T202310092334180m002659,,,,,T202310092334180m002659,353.574852056836,-0.4497574844445926
T202307202334228m005023,,,T202307202334228m005023,,,353.59490906945166,-0.8396060384923102
A202308132334263m004021,,,,,A202308132334263m004021,353.609755889278,-0.6723990436949043
C202307202334304p003121,,,C202307202334304p003121,,,353.6265297821656,0.5225747668868785
T202210262335105p003155,,,T202210262335105p003155,,,353.79375798983045,0.531879027228474
C202308032335106p003154,,,,,C202308032335106p003154,353.7939750365567,0.5316252582077653
C202307202335127m002215,,,C202307202335127m002215,,,353.80277807721154,-0.3708313525950959
C202210172335531m003830,,,C202210172335531m003830,,,353.9713477435072,-0.6417244061244464
T202210112336017p002613,,,T202210112336017p002613,,,354.0072504202638,0.4370440940777873
A202210142336443p000230,,,A202210142336443p000230,,,354.1845645536185,0.041712737720775
T202209142337389m002017,,,T202209142337389m002017,,,354.41187896749983,-0.3379227381181513
T202307202337495m003525,,,T202307202337495m003525,,,354.45634083899705,-0.5902481849796675
T202307202337563m013051,,,T202307202337563m013051,,,354.4844343927416,-1.5141381952912452
C202210142337590m011145,,,C202210142337590m011145,,,354.4958580758164,-1.195751250718198
A202210142338057m004411,,,A202210142338057m004411,,,354.52388912940995,-0.7362768018019226
A202308032338340m010824,,,,,A202308032338340m010824,354.6416610727879,-1.1401252669711992
T202210142339006m002828,,,T202210142339006m002828,,,354.75246557569056,-0.4744943354662912
T202310062340070m002859,,,,,T202310062340070m002859,355.02903448963224,-0.4829836314972582
T202210022340136m000356,,,T202210022340136m000356,,,355.05674586239456,-0.0655791015300347
C202307202340227m002541,,,C202307202340227m002541,,,355.09446158175683,-0.4280286759002753
T202308022340497m012756,,,,,T202308022340497m012756,355.20698425541906,-1.4654410736971726
C202209142340567m012506,,,C202209142340567m012506,,,355.2360708244457,-1.4184441988011982
C202210142341172m010408,,,C202210142341172m010408,,,355.3217996381512,-1.0688395125831895
C202210142341334m011750,,,C202210142341334m011750,,,355.3892421057841,-1.2973280585863385
T202209122341508m004329,,,T202209122341508m004329,,,355.4617378416653,-0.7248545263243431
C202307112341544m000421,,,C202307112341544m000421,,,355.476599759514,-0.0725680730091826
A202210142342292p001743,,,A202210142342292p001743,,,355.6217786514141,0.295209037373408
T202209142343074p003855,,,T202209142343074p003855,,,355.78069313370696,0.6486243230441159
T202210022344023m003018,,,T202210022344023m003018,,,356.0096656448687,-0.5049955341209724
A202210022344208p010234,,,A202210022344208p010234,,,356.08681052524787,1.0428179804667834
C202307202345162m001735,,,C202307202345162m001735,,,356.3173488900577,-0.2929914206233934
T202210102345255p003308,,,T202210102345255p003308,,,356.35629016258787,0.5520881603678189
C202308132346242p003840,,,,,C202308132346242p003840,356.6006787835892,0.6443941717283573
C202210022346575m004644,,,C202210022346575m004644,,,356.739604342102,-0.7788714048486735
C202210142347040p000816,,,C202210142347040p000816,,,356.7665884362107,0.1377445486436828
T202308032347160p005603,,,,,T202308032347160p005603,356.81653214464086,0.9342540121799828
C202307202348160m005111,,,C202307202348160m005111,,,357.0666142320418,-0.8529468502401039
T202210022348189p001200,,,T202210022348189p001200,,,357.07892797535004,0.2000809394149629
C202307202348459p002011,,,C202307202348459p002011,,,357.1913762038882,0.3364654137543638
A202210022349088m000810,,,A202210022349088m000810,,T202308032349088m000809,357.2865263419577,-0.1359356148916504
A202210142350247m015054,,,A202210142350247m015054,,,357.60271133819435,-1.8484443956869443
C202210142350368m005314,,,C202210142350368m005314,,,357.65342358392707,-0.8872633011662536
T202307262350400m010902,,,T202307262350400m010902,,T202308022350400m010902,357.6667871863879,-1.150544461016474
A202209142352140m005407,,,A202209142352140m005407,,,358.05847331361605,-0.9018804941145608
T202209142352212m005126,,,T202209142352212m005126,,T202309152352212m005126,358.0882628725626,-0.8571255469806438
T202210142352302m000932,,,T202210142352302m000932,,,358.1257998118033,-0.1587959517060506
A202308132352478m003206,,,,,A202308132352478m003206,358.1993580474304,-0.5349464796491865
C202210022353175m005533,,,C202210022353175m005533,,C202308132353175m005533,358.3228412273456,-0.9258175476989776
T202310182353184m011033,,,,,T202310182353184m011033,358.3264623951211,-1.175709659157309
C202307202353195m013815,,,C202307202353195m013815,,,358.3312679749801,-1.6375335473631298
C202308022353413m014715,,,,,C202308022353413m014715,358.4222357830107,-1.787547540387537
T202209092353438m014715,,,T202209092353438m014715,,T202308032353438m014714,358.4323814414539,-1.7873695123718871
A202308132353482m011418,,,,,A202308132353482m011418,358.45101636123263,-1.2383889572981834
C202210022354104m003540,,,C202210022354104m003540,,,358.54335053317413,-0.5944496674608564
T202210142354318m005950,,,T202210142354318m005950,,,358.6326497386081,-0.9972967744366004
C202307202355175m001257,,,C202307202355175m001257,,,358.82290180852664,-0.2157507786280129
T202308132355235m001006,,,,,T202308132355235m001006,358.84810625571123,-0.1682386190546264
C202308132355401m011328,,,,,C202308132355401m011328,358.9170942724952,-1.224404086431279
A202307202355575p001947,,,A202307202355575p001947,,,358.9893757404392,0.3298030433381465
C202307202356148p000026,,,C202307202356148p000026,,,359.0617619798198,0.0072088353390833
T202307202357010m003032,,,T202307202357010m003032,,,359.2542684930192,-0.5087999247896006
C202210022357210m003313,,,C202210022357210m003313,,,359.3373702955538,-0.5535866970001262
A202307202357282m000622,,,A202307202357282m000622,,,359.3674189014661,-0.1061539347030187
T202210022358281m000255,,,T202210022358281m000255,,,359.6170656534456,-0.0485762784023505
T202209142358324p004706,,,T202209142358324p004706,,,359.6348581236465,0.7851300996461027
T202307202358374m003054,,,T202307202358374m003054,,,359.6556436710978,-0.5150260054197201
T202210142358594m002322,,,T202210142358594m002322,,,359.74753870954567,-0.3893985447348699
C202210292359406p010009,,,C202210292359406p010009,,,359.9193041088514,1.0025464820226688
A202310062359513m002823,,,,,A202310062359513m002823,359.9639393824353,-0.4729893014814511
T202301180256332m143007,,,T202301180256332m143007,,,44.13846358494421,-14.501859447595947
T202209090256498m164053,,,T202209090256498m164053,,,44.2076626419348,-16.68142990470534
C202212190257103m161617,,,C202212190257103m161617,,,44.293036693913365,-16.271504580130838
T202311110257409m163045,,,,,T202311110257409m163045,44.42024126093176,-16.51254351141901
T202210200257417m163247,,,T202210200257417m163247,,,44.42382527738378,-16.546452417457193
A202212190257420m151126,,,A202212190257420m151126,,,44.42482021927864,-15.190424009198086
T202211190257478m163542,,,T202211190257478m163542,,,44.44910333682044,-16.59510564746246
C202301210257479m163544,,,C202301210257479m163544,,,44.44945661746116,-16.59551882780007
C202211040258086m150905,,,C202211040258086m150905,,,44.53584059388744,-15.151492216670446
T202401040258177m163544,,,,,T202401040258177m163544,44.573801688747366,-16.59564887651821
C202210110258270m142047,,,C202210110258270m142047,,,44.61244020997314,-14.346445347969969
C202311110258311m135741,,,,,C202311110258311m135741,44.62958490407731,-13.961335853461811
C202308220259022m141055,,,,,C202308220259022m141055,44.75924710626193,-14.181899698007552
A202210290259083m135403,,,A202210290259083m135403,,,44.78448895853028,-13.90073697377444
C202302080259106m165937,,,,C202302080259106m165937,,44.7940935731457,-16.993494943056458
T202301180259109m171925,,,T202301180259109m171925,T202302020259109m171925,,44.79527116858879,-17.323510766070385
T202312170259162m155242,,,,,T202312170259162m155242,44.81739118341708,-15.878239975428126
T202211040259165m135432,,,T202211040259165m135432,,,44.818783980904186,-13.90883124661911
T202211160259190m153424,,,T202211160259190m153424,,,44.82923735118592,-15.573453588001234
C202310060259205m150857,,,,,C202310060259205m150857,44.83531173408525,-15.149093248499858
T202401010259275m143122,,,,,T202401010259275m143122,44.86464385798397,-14.522750856754412
A202310090259332m144851,,,,,A202310090259332m144851,44.888191709825456,-14.814151459635212
T202301040259372m141213,,,T202301040259372m141213,,,44.90491652418928,-14.20361107056191
A202401280259385m160720,,,,,A202401280259385m160720,44.91029987107984,-16.122307689139404
A202312230259426m143826,,,,,A202312230259426m143826,44.92747426778601,-14.640610659520036
C202301040259457m145804,,,C202301040259457m145804,,,44.940344096640565,-14.96780945675723
A202212160259576m160158,,,A202212160259576m160158,,,44.990161125299686,-16.032818717075745
T202310060300040m170827,,,,,T202310060300040m170827,45.0167362342398,-17.140846506424058
T202212280300149m170348,,,T202212280300149m170348,,,45.06202292801082,-17.063236275355354
C202209050300167m151036,,,C202209050300167m151036,,,45.06955633625879,-15.176529832602592
A202212130300255m143824,,,A202212130300255m143824,,,45.10626817441766,-14.64001336568412
C202301210300292m161237,,,C202301210300292m161237,A202302020300292m161236,,45.121681508953465,-16.2101340002547
T202212130300294m142837,,,T202212130300294m142837,,,45.12249721240384,-14.476960918160064
T202401010300298m135929,,,,,T202401010300298m135929,45.124198265373295,-13.991439098737636
C202211100300429m145654,,,C202211100300429m145654,,,45.178893963928594,-14.94829024391714
T202310090300441m162932,,,,,T202310090300441m162932,45.18364420265306,-16.492341595011055
C202211160300450m142015,,,C202211160300450m142015,,,45.18762136656017,-14.33744555370724
C202308220300475m142446,,,,,C202308220300475m142446,45.19810116071216,-14.412681192899973
T202209050300541m142938,,,T202209050300541m142938,,,45.2252832345507,-14.493889409111237
T202212160300554m164945,,,T202212160300554m164945,,,45.23082387059663,-16.829209392327705
T202311140300569m155535,,,,,T202311140300569m155535,45.23716420793558,-15.926385320553493
A202212160300596m170027,,,A202212160300596m170027,,,45.24813869866598,-17.007379878786455
T202209050301080m140332,,,T202209050301080m140332,,,45.283195820104105,-14.058928997181626
C202210290301121m164150,,,C202210290301121m164150,,,45.30022041464654,-16.697359462903307
C202310090301131m171227,,,,,C202310090301131m171227,45.30455351709304,-17.20748610388639
C202211040301183m140939,,,C202211040301183m140939,,,45.326201774106906,-14.160713585571926
T202211190301211m165537,,,T202211190301211m165537,,,45.33811511150323,-16.926980702566723
T202312110301314m143947,,,,,T202312110301314m143947,45.38082903781795,-14.66314903283231
T202209050301417m144315,,,T202209050301417m144315,,,45.42392048275644,-14.720948392955885
C202210170301450m153122,,,C202210170301450m153122,,,45.43730115532296,-15.522731470764487
C202401100301482m163503,,,,,C202401100301482m163503,45.450729465878446,-16.58427364750764
C202210200302044m170403,,,C202210200302044m170403,,,45.51821048874834,-17.06738214534689
T202311110302061m135522,,,,,T202311110302061m135522,45.52548168736176,-13.922764931242448
C202312020302107m141103,,,,,C202312020302107m141103,45.544401233191614,-14.184255783691311
C202302110302167m172121,,,,C202302110302167m172121,C202308250302167m172121,45.56976538062267,-17.355838288154487
T202210290302198m144210,,,T202210290302198m144210,,,45.58245872894548,-14.702686600499264
T202311050302208m154310,,,,,T202311050302208m154310,45.586556731425645,-15.719317237129042
T202401010302279m165927,,,,,T202401010302279m165927,45.61643634094275,-16.990729219322336
T202401010302311m160343,,,,,T202401010302311m160343,45.62961027372013,-16.0620630663107
T202212190302403m145742,,,T202212190302403m145742,,,45.668123269786186,-14.961711313133724
A202212190302435m170325,,,A202212190302435m170325,,,45.68114262634455,-17.056980009655636
A202211160302463m155153,,,A202211160302463m155153,,,45.69271467996846,-15.864821072580964
C202209120302505m171810,,,C202209120302505m171810,,,45.710542057032,-17.302668673684938
T202401010302518m172037,,,,,T202401010302518m172037,45.715838523361576,-17.343692402427006
T202310060302589m140253,,,,,T202310060302589m140253,45.7453034905192,-14.047977322725394
T202312230303065m170501,,,,,T202312230303065m170501,45.77728976730293,-17.083537210277303
T202210060303083m140525,,,T202210060303083m140525,,,45.784538543772186,-14.09024432978996
C202301090303116m143248,,,C202301090303116m143248,,,45.79817335924103,-14.546657410360332
C202302080303150m160138,,,,C202302080303150m160138,,45.81240221646741,-16.027238393631052
A202211160303312m161522,,,A202211160303312m161522,,,45.87992296708295,-16.25601367345423
T202312110303436m171434,,,,,T202312110303436m171434,45.93170542305853,-17.24284988615553
T202401220303465m165157,,,,,T202401220303465m165157,45.94359394832431,-16.865926682602336
C202209090303502m171126,,,C202209090303502m171126,,,45.95897556235158,-17.190616942906143
C202310090304079m160913,,,,,C202310090304079m160913,46.03286298646982,-16.15364634275328
C202311140304196m142210,,,,,C202311140304196m142210,46.08186318744863,-14.369493381419373
C202212220304213m162131,,,C202212220304213m162131,,,46.08888885150485,-16.358667979868365
T202311170304472m164436,,,,,T202311170304472m164436,46.19672773368848,-16.743362701856988
C202310090304567p021118,,,,,C202310090304567p021118,46.2360938721775,2.188239812801732
T202310090306385p013018,,,,,T202310090306385p013018,46.6603914071813,1.5050837574113405
A202310090306417p015656,,,,,A202310090306417p015656,46.67393829127758,1.948806818596354
T202312290310349m164951,,,,,T202312290310349m164951,47.64523816244392,-16.830833527636685
T202301240310445m143710,,,T202301240310445m143710,T202302020310445m143710,,47.68539598979716,-14.619431630494406
C202401100311009m170511,,,,,C202401100311009m170511,47.7535887742794,-17.086459268263965
C202310150311029m143847,,,,,C202310150311029m143847,47.76203341616193,-14.646452783922818
T202210290311055m165110,,,T202210290311055m165110,,,47.7730060569894,-16.852857937974655
T202211190311217m164421,,,T202211190311217m164421,,,47.84021920064989,-16.73925616943993
C202210290311258m163702,,,C202210290311258m163702,,,47.85733220800878,-16.61722764024534
C202209050311291m163856,,,C202209050311291m163856,,,47.87129805299953,-16.648807492279296
C202312290311359m152358,,,,,C202312290311359m152358,47.899634875764114,-15.399536635293524
T202210290311397m143917,,,T202210290311397m143917,,,47.91527146246026,-14.65473089532715
C202401010311404m152240,,,,,C202401010311404m152240,47.91830669387167,-15.377859363708474
T202301030311416m140037,,,T202301030311416m140037,T202302020311416m140037,,47.923344156269536,-14.010230112727298
T202209050311461m163009,,,T202209050311461m163009,,,47.94220595713776,-16.502474334019283
T202211190311512m162031,,,T202211190311512m162031,T202302020311512m162031,,47.96335396369253,-16.34189144176399
T202310150311582p011835,,,,,T202310150311582p011835,47.99233656865211,1.3097008376508286
T202301180311593m170601,,,T202301180311593m170601,,,47.99696112362264,-17.100399372432758
T202210200312001m141531,,,T202210200312001m141531,,,48.000402645374834,-14.258639898113389
T202211190312073m153025,,,T202211190312073m153025,,,48.030572761377584,-15.506833545363689
C202312110312103m170339,,,,,C202312110312103m170339,48.04274314879253,-17.060727131866436
T202210200312188m140021,,,T202210200312188m140021,,,48.07830180698326,-14.005704009117013
T202209050312191m170946,,,T202209050312191m170946,,,48.07978249767336,-17.162670223827885
C202212250312242m170329,,,C202212250312242m170329,C202302020312242m170329,,48.10099536949828,-17.058055225626585
T202312230312358m173544,,,,,T202312230312358m173544,48.14920495251831,-17.595618475055314
C202212190312439m163550,,,C202212190312439m163550,,,48.1830207389632,-16.597206740985794
C202312110312471m162941,,,,,C202312110312471m162941,48.196281531665,-16.494644048395394
C202212280312472m173109,,,C202212280312472m173109,,,48.196849842554656,-17.519086832642017
C202312020312547m164537,,,,,C202312020312547m164537,48.22804240753657,-16.760356465173682
A202209050312584m165348,,,A202209050312584m165348,,,48.24349156152006,-16.89674787175651
T202212220313034m141524,,,T202212220313034m141524,,,48.264279042395145,-14.256535061345186
C202401040313155m141746,,,,,C202401040313155m141746,48.31464997468878,-14.296221604073322
C202301180313314m163314,,,C202301180313314m163314,,,48.38093612383779,-16.553844569578953
C202210170313378m160357,,,C202210170313378m160357,,,48.40769807057122,-16.065848178585792
C202209050313441m172160,,,C202209050313441m172160,,,48.43387640317946,-17.366650450121707
C202311110313463m160721,,,,,C202311110313463m160721,48.44282124484926,-16.12247770293823
T202212190314022m172059,,,T202212190314022m172059,,,48.50933157605711,-17.349739609609788
T202401100314031m165230,,,,,T202401100314031m165230,48.51306887509242,-16.874878465226185
T202310150314039m164934,,,,,T202310150314039m164934,48.51632240491214,-16.826032711110436
C202212190314053m155147,,,C202212190314053m155147,,,48.52210787258468,-15.863137398818743
A202210290314145m164629,,,A202210290314145m164629,,,48.56054309433749,-16.77461574487619
T202212190314232m135401,,,T202212190314232m135401,,,48.59675554980834,-13.900297660955362
A202311050314294m151917,,,,,A202311050314294m151917,48.62236749691461,-15.321392867043633
C202210060314322m164318,,,C202210060314322m164318,,,48.63410601345518,-16.721569464388278
T202209090314411m171608,,,T202209090314411m171608,,,48.67143577777611,-17.26887506392589
C202211190314493m172051,,,C202211190314493m172051,,,48.705482543287886,-17.347556150769428
C202301180314504m171116,,,C202301180314504m171116,,,48.71007729977838,-17.18786775170058
T202301180315092m134214,,,T202301180315092m134214,,,48.78816099882869,-13.703758863743428
T202310060315115m135338,,,,,T202310060315115m135338,48.79777644959538,-13.893947055625102
T202209050315120m163911,,,T202209050315120m163911,,,48.79998321317871,-16.65297126778822
T202209050315124m161434,,,T202209050315124m161434,,,48.801617404073546,-16.242687293686355
T202210290315155m141519,,,T202210290315155m141519,,,48.81478399806054,-14.255359482846934
T202212190315415m170938,,,T202212190315415m170938,,,48.92285492254722,-17.160510549478897
C202211190315503m141943,,,C202211190315503m141943,,,48.95938839179922,-14.328495948057023
C202211160315597m142258,,,C202211160315597m142258,,,48.99895760937245,-14.382777763965258
T202312290316154m143147,,,,,T202312290316154m143147,49.06425963633375,-14.52963743736198
A202210200316191m143247,,,A202210200316191m143247,,,49.07970206822978,-14.546420702570748
C202211220316246m171825,,,C202211220316246m171825,,,49.1026029716485,-17.307045402440227
A202212250316427m140011,,,A202212250316427m140011,,,49.177822460301954,-14.002995233748711
T202310060316447m140347,,,,,T202310060316447m140347,49.18636345158759,-14.062963710698709
C202308250316542m143759,,,,,C202308250316542m143759,49.22564456651936,-14.63318609430724
T202210060316578m143306,,,T202210060316578m143306,,,49.24087392337239,-14.551585954127589
C202210170317077m144450,,,C202210170317077m144450,,,49.282003616926616,-14.74727625554022
A202212190317239m165354,,,A202212190317239m165354,,,49.34947177844693,-16.898380620334958
T202210080317290m170137,,,T202210080317290m170137,,,49.37088835474035,-17.02694561951027
T202301040317311m162625,,,T202301040317311m162625,,,49.37954761051417,-16.440375763513227
C202301210317374m162253,,,C202301210317374m162253,C202302020317374m162253,,49.40570254653504,-16.381293257923556
A202212190317496m164557,,,A202212190317496m164557,,,49.456738844496826,-16.765912582907795
C202209120322472m144015,,,C202209120322472m144015,,,50.69681339121738,-14.670841300164287
T202308220322508m164125,,,,,T202308220322508m164125,50.71169106606407,-16.690281818618978
T202209050323342m164656,,,T202209050323342m164656,,,50.89254436866611,-16.78218916492807
T202211160323398m161250,,,T202211160323398m161250,,,50.9157880647497,-16.214018641346154
T202211160323448m163206,,,T202211160323448m163206,,,50.93662092793316,-16.534904672200355
C202301180324007m140405,,,C202301180324007m140405,,,51.003079716194286,-14.068105647531462
T202212190324079m162425,,,T202212190324079m162425,,,51.032841859964456,-16.406999989264268
C202210100324107m162037,,,C202210100324107m162037,,,51.04461050143836,-16.343503899584018
C202212160324248m160530,,,C202212160324248m160530,A202302020324248m160530,,51.10343023723767,-16.09160203004902
C202301210324533m165016,,,C202301210324533m165016,,,51.22205968729597,-16.837728450987587
A202212190325015m163339,,,A202212190325015m163339,,,51.25629052706749,-16.56076641910693
A202209090325018m140202,,,A202209090325018m140202,,,51.25765749133184,-14.034022667671673
T202209120325040m165560,,,T202209120325040m165560,,,51.26654249169125,-16.933234064099604
